app,ts,event,project_id,source,ident,user_id,session_id,country,device_type,device_os,device_os_ver,device_browser,device_browser_ver,props,nums
seq-market,2024-04-16 00:39:18.702,BUY_ITEMS,4974,,1,18154df751247dba3230a9ad9cfbba0b84ea4b8e86b579dd56,412f2aac51c18a2e,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""txnHash"":""0x286ec55cd33720d5a342fcf6401de2e89b31f257a1c2ea60792587dfceb62c95"",""chainId"":""137"",""collectionAddress"":""0x624e4fa6980afcf8ea27bfe08e2fb5979b64df1c"",""currencyAddress"":""0x0000000000000000000000000000000000000000"",""currencySymbol"":""MATIC"",""marketplaceType"":""p2p"",""tokenId"":""11290""}","{""currencyValueDecimal"":""29997000000000000000"",""currencyValueRaw"":""29997000000000000000""}"
seq-market,2024-04-16 01:42:37.981,BUY_ITEMS,1609,,1,2e9b839726fc0cf4fb99957fdf4fb332bebcda40d7bd0ad884,b1e224e2d796eec7,CL,desktop,windows,10.0,chrome,123.0.0.0,"{""currencySymbol"":""MATIC"",""marketplaceType"":""p2p"",""tokenId"":""45981"",""txnHash"":""0x80d45b745853c31e3171cbde237f7b188a4faf07d7fd4385c2177e7a5d6cd8eb"",""chainId"":""137"",""collectionAddress"":""0xc7dc85e36d067bb5c8e9f3a1a1086c99a1a3cdb2"",""currencyAddress"":""0x0000000000000000000000000000000000000000""}","{""currencyValueDecimal"":""722000000000000000"",""currencyValueRaw"":""722000000000000000""}"
seq-market,2024-04-16 01:43:26.898,BUY_ITEMS,1609,,1,2e9b839726fc0cf4fb99957fdf4fb332bebcda40d7bd0ad884,b1e224e2d796eec7,CL,desktop,windows,10.0,chrome,123.0.0.0,"{""collectionAddress"":""0xc7dc85e36d067bb5c8e9f3a1a1086c99a1a3cdb2"",""currencyAddress"":""0x0000000000000000000000000000000000000000"",""currencySymbol"":""MATIC"",""marketplaceType"":""p2p"",""tokenId"":""47141"",""txnHash"":""0x7fcf30a593935aee08e30f0561698ae5750fdeb89c5099004fe7e43bea47f9ec"",""chainId"":""137""}","{""currencyValueDecimal"":""800000000000000000"",""currencyValueRaw"":""800000000000000000""}"
seq-market,2024-04-16 02:10:13.465,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""215"",""txnHash"":""0xa69a421e621f2a5efebf7bac974dba5c6bcd8820421a3be5899f8e96a104ccf8"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL""}","{""currencyValueDecimal"":""1.496756901934559"",""currencyValueRaw"":""1496756901934559000""}"
seq-market,2024-04-16 02:10:13.465,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""602"",""txnHash"":""0xa69a421e621f2a5efebf7bac974dba5c6bcd8820421a3be5899f8e96a104ccf8"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422""}","{""currencyValueDecimal"":""2.803911868932765"",""currencyValueRaw"":""2803911868932765000""}"
seq-market,2024-04-16 02:18:52.942,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""requestId"":"""",""tokenId"":""212"",""txnHash"":""0x53e03504595aca7e9e3034de9d4ccb0857ef78c057bb47b69e0b1d69385bc1bd"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm""}","{""currencyValueDecimal"":""0.16556762294870253"",""currencyValueRaw"":""165567622948702530""}"
seq-market,2024-04-16 02:18:52.942,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""213"",""txnHash"":""0x53e03504595aca7e9e3034de9d4ccb0857ef78c057bb47b69e0b1d69385bc1bd"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL""}","{""currencyValueDecimal"":""0.16832831104935972"",""currencyValueRaw"":""168328311049359740""}"
seq-market,2024-04-16 03:51:15.915,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""txnHash"":""0x19ddb66473bfa56110302119be5614529a605bc221c114b821ce27f66624d069"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""212""}","{""currencyValueDecimal"":""0.41817162935851065"",""currencyValueRaw"":""418171629358510660""}"
seq-market,2024-04-16 03:51:15.915,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,765b5940b25abd8c,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""604"",""txnHash"":""0x19ddb66473bfa56110302119be5614529a605bc221c114b821ce27f66624d069""}","{""currencyValueDecimal"":""1.629901120710114"",""currencyValueRaw"":""1629901120710114000""}"
seq-market,2024-04-16 09:41:44.010,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,d337988d1b441cbf,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""215"",""txnHash"":""0x1950b5edf0ef4e3602427ffe29ab3dfc55c129114d21a1f885a318278bef2359"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05""}","{""currencyValueDecimal"":""3.378289063919211"",""currencyValueRaw"":""3378289063919210500""}"
seq-market,2024-04-16 09:44:55.030,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,d337988d1b441cbf,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""605"",""txnHash"":""0x86cf1297efaa28d8864458eada13373f629fb26b8e58e05a44da07af0ccdabbb"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL""}","{""currencyValueDecimal"":""3.5383972579488994"",""currencyValueRaw"":""3538397257948899300""}"
seq-market,2024-04-16 09:44:55.030,BUY_ITEMS,4974,,1,2fa8db297d3345effdef1cf8552fe3dd3c0b3e6879674569fd,d337988d1b441cbf,BR,desktop,windows,6.1,chrome,102.0.5005.61,"{""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""211"",""txnHash"":""0x86cf1297efaa28d8864458eada13373f629fb26b8e58e05a44da07af0ccdabbb"",""chainId"":""137""}","{""currencyValueDecimal"":""0.525705399620318"",""currencyValueRaw"":""525705399620318000""}"
seq-market,2024-04-16 11:19:50.548,BUY_ITEMS,4974,,1,323695456b875dae9a554be0bb0dcc1842c584c3264d3fc449,b52e61596023e213,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""txnHash"":""0x2ab1066c0875de82a2c260aa0e344d2fc8cb68bc9409853e32a79dcb6a0b96d0"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""209""}","{""currencyValueRaw"":""693174009395809800"",""currencyValueDecimal"":""0.6931740093958099""}"
seq-market,2024-04-16 15:02:07.273,BUY_ITEMS,4974,,1,323695456b875dae9a554be0bb0dcc1842c584c3264d3fc449,6721d9078c13af0c,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""208"",""txnHash"":""0x9afcd6b2212ca28aa6a732866bab2bb10da9f7b2c3661431dcdee2389bd1fd54"",""chainId"":""137""}","{""currencyValueDecimal"":""0.2607360564865994"",""currencyValueRaw"":""260736056486599400""}"
seq-market,2024-04-16 15:02:07.273,BUY_ITEMS,4974,,1,323695456b875dae9a554be0bb0dcc1842c584c3264d3fc449,6721d9078c13af0c,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""215"",""txnHash"":""0x9afcd6b2212ca28aa6a732866bab2bb10da9f7b2c3661431dcdee2389bd1fd54"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05""}","{""currencyValueDecimal"":""0.3408921885748306"",""currencyValueRaw"":""340892188574830600""}"
seq-market,2024-04-16 23:50:17.255,BUY_ITEMS,4974,,1,323695456b875dae9a554be0bb0dcc1842c584c3264d3fc449,27b3f68a67d86d47,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""201"",""txnHash"":""0x8ef4ce222f983d3b830e1177280efba237a42524423d42694d2eb0a3aaf62625""}","{""currencyValueDecimal"":""0.20931512214662665"",""currencyValueRaw"":""209315122146626660""}"
seq-market,2024-04-16 14:26:31.874,BUY_ITEMS,1609,,1,33c104ee5cc77d2e34a2e5356d0aa6a60c06d6dc7633ad8150,c9287547cbbbc8b4,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""chainId"":""137"",""collectionAddress"":""0xc7dc85e36d067bb5c8e9f3a1a1086c99a1a3cdb2"",""currencyAddress"":""0x0000000000000000000000000000000000000000"",""currencySymbol"":""MATIC"",""marketplaceType"":""p2p"",""tokenId"":""46003"",""txnHash"":""0x6e932663709060d03f15d34a71afa5ce3de3f03950e65c136a3f0a617174fca3""}","{""currencyValueDecimal"":""800000000000000000"",""currencyValueRaw"":""800000000000000000""}"
seq-market,2024-04-16 18:47:45.424,BUY_ITEMS,4974,,1,3488710ee3ffdec4027c1d8ae1a441a0b51f926f5589346428,284e6ab166ea12f3,BR,mobile,android,12,chrome,123.0.6312.99,"{""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""217"",""txnHash"":""0x7c90cee8a59a4c0405972cbd7db115189eb351dea280d3ea721619dcad440622"",""chainId"":""137""}","{""currencyValueDecimal"":""0.09705035898202768"",""currencyValueRaw"":""97050358982027680""}"
seq-market,2024-04-16 18:47:45.424,BUY_ITEMS,4974,,1,3488710ee3ffdec4027c1d8ae1a441a0b51f926f5589346428,284e6ab166ea12f3,BR,mobile,android,12,chrome,123.0.6312.99,"{""tokenId"":""216"",""txnHash"":""0x7c90cee8a59a4c0405972cbd7db115189eb351dea280d3ea721619dcad440622"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm""}","{""currencyValueDecimal"":""0.031100169634642308"",""currencyValueRaw"":""31100169634642308""}"
seq-market,2024-04-16 18:47:45.424,BUY_ITEMS,4974,,1,3488710ee3ffdec4027c1d8ae1a441a0b51f926f5589346428,284e6ab166ea12f3,BR,mobile,android,12,chrome,123.0.6312.99,"{""tokenId"":""602"",""txnHash"":""0x7c90cee8a59a4c0405972cbd7db115189eb351dea280d3ea721619dcad440622"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm""}","{""currencyValueDecimal"":""0.4758662075376766"",""currencyValueRaw"":""475866207537676600""}"
seq-market,2024-04-16 21:55:32.053,BUY_ITEMS,4974,,1,34f11bff3bba88e15f0e355779830b1f08bda9072e7672a78f,85d7c246ffe631fa,SE,desktop,linux,x86_64,chrome,123.0.0.0,"{""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""217"",""txnHash"":""0x537cc6a01fd7abb15748a47cb59bd765df65fe11f17567fd222472604e326fcf"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05""}","{""currencyValueDecimal"":""0.48617839085873"",""currencyValueRaw"":""486178390858730000""}"
seq-market,2024-04-16 19:02:18.004,BUY_ITEMS,0,,1,357e27b790a2eda9e7eb99fc2906776c9bc955be45cd9362db,20637eec701ba0f3,BR,mobile,android,14,chrome,123.0.6312.118,"{""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""604"",""txnHash"":""0xfac613239ab950411cebb44854792a56e0560016edb30f11f2452debd1c7e7bc""}","{""currencyValueDecimal"":""33.00296096275906"",""currencyValueRaw"":""33002960962759060000""}"
seq-market,2024-04-16 19:07:47.905,BUY_ITEMS,0,,1,357e27b790a2eda9e7eb99fc2906776c9bc955be45cd9362db,20637eec701ba0f3,BR,mobile,android,14,chrome,123.0.6312.118,"{""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""602"",""txnHash"":""0x20f65421a31c3a54fd68742021fb0aa6ea2e348a81a21a93520124dade79dc09"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422""}","{""currencyValueDecimal"":""0.9518483647233453"",""currencyValueRaw"":""951848364723345300""}"
seq-market,2024-04-16 19:10:06.832,BUY_ITEMS,0,,1,357e27b790a2eda9e7eb99fc2906776c9bc955be45cd9362db,20637eec701ba0f3,BR,mobile,android,14,chrome,123.0.6312.118,"{""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""601"",""txnHash"":""0x0759de8423636feae94ba05f3150515fba5398a331f0629508c3a728ab476b88"",""chainId"":""137""}","{""currencyValueDecimal"":""4.702229802630969"",""currencyValueRaw"":""4702229802630968000""}"
seq-market,2024-04-16 02:10:55.108,BUY_ITEMS,0,,1,377e464e46ed30870969857a93c189cb2670e8e3d89bf7a904,c9eaa4d454e624bb,GB,desktop,windows,10.0,chrome,123.0.0.0,"{""requestId"":"""",""tokenId"":""217"",""txnHash"":""0xeffe76cf1d8e20b134780e872c603f9038c6b57011a46455225d6360faf92370"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm""}","{""currencyValueDecimal"":""15.429688607017262"",""currencyValueRaw"":""15429688607017263000""}"
seq-market,2024-04-16 02:10:55.108,BUY_ITEMS,0,,1,377e464e46ed30870969857a93c189cb2670e8e3d89bf7a904,c9eaa4d454e624bb,GB,desktop,windows,10.0,chrome,123.0.0.0,"{""txnHash"":""0xeffe76cf1d8e20b134780e872c603f9038c6b57011a46455225d6360faf92370"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""requestId"":"""",""tokenId"":""605""}","{""currencyValueDecimal"":""8.834255417959898"",""currencyValueRaw"":""8834255417959898000""}"
seq-market,2024-04-16 04:07:18.297,BUY_ITEMS,0,,1,377e464e46ed30870969857a93c189cb2670e8e3d89bf7a904,2ccf49a4bdcca544,GB,desktop,windows,10.0,chrome,123.0.0.0,"{""requestId"":"""",""tokenId"":""201"",""txnHash"":""0x0b60a79c930964c674bf8f564e9f7aa76fadf30b847a5f0c4d231266a9956713"",""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm""}","{""currencyValueDecimal"":""15.665291491914044"",""currencyValueRaw"":""15665291491914043000""}"
seq-market,2024-04-16 22:34:22.418,BUY_ITEMS,0,,1,409cffcf16db3a04a98e2dbb80894af034c3a93d29fd529814,9fbe9097a29b3200,NL,desktop,windows,10.0,firefox,124.0,"{""chainId"":""137"",""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""205"",""txnHash"":""0x93d4f8737abfbff56e0aab8eba63a726aaf63fede01faf51aa9c30d7d9b0e043""}","{""currencyValueDecimal"":""0.4342333833791297"",""currencyValueRaw"":""434233383379129660""}"
seq-market,2024-04-16 21:48:53.356,BUY_ITEMS,4974,,1,5389f5f92db9c88afceaa6000f336d0d29d4df0b38f2ba2026,26721e417d7d7505,BR,desktop,windows,10.0,chrome,123.0.0.0,"{""collectionAddress"":""0x22d5f9b75c524fec1d6619787e582644cd4d7422"",""currencyAddress"":""0xd1f9c58e33933a993a3891f8acfe05a68e1afc05"",""currencySymbol"":""SFL"",""marketplaceType"":""amm"",""tokenId"":""604"",""txnHash"":""0xde9ebd4bd061e18f9726ac91367ca3cb7f5e2ab41ad9778ebe947c240ee2d7bf"",""chainId"":""137""}","{""currencyValueDecimal"":""1.6497326073297216"",""currencyValueRaw"":""1649732607329721600""}"
seq-market,2024-04-16 13:57:12.412,BUY_ITEMS,1609,,1,69926b1e20250c7d698f7801d62a2c4825ccf884a2b8a5c28d,37b2dea4d4c1ff38,BR,desktop,windows,10.0,edge,123.0.0.0,"{""chainId"":""137"",""collectionAddress"":""0x80e919391b82815327842ae55f57430571fc8b2c"",""currencyAddress"":""0x0000000000000000000000000000000000000000"",""currencySymbol"":""MATIC"",""marketplaceType"":""p2p"",""tokenId"":""33047"",""txnHash"":""0xed84c6abec77a9db01d18d1588c7cefa38ac07f26f006a83bc272def51e0ffee""}","{""currencyValueRaw"":""1900000000000000000"",""currencyValueDecimal"":""1900000000000000000""}"
